Signature	DrugBank_ID	DrugBank_Name	Enrichment_Score	Normalized_Enrichment_Score	p-value	FDR	Cell_Line
CPC014_NEU_24H:BRD-K43764301-001-07-6:10	DB09214	Dexketoprofen	0.25338228326119877	1.1779154381589885	0.13468268782081194	0.34819032222071816	NEU
LJP009_NPC.TAK_24H:K12	DB11962	GSK-1059615	0.28804142645659747	1.2048493106788492	0.13480422275596268	0.3483431027121426	NPC.TAK
LJP009_NPC.TAK_24H:D13	DB16108	TAK-715	0.2540575352081135	1.1827885175352248	0.1350724409758399	0.3488746056500976	NPC.TAK
LJP008_NPC.TAK_24H:G15	DB01254	Dasatinib	0.28568353399585705	1.2073181330414746	0.13525010310493135	0.3491718302741379	NPC.TAK
CPC006_NOMO1_6H:BRD-K56700933-001-01-3:10	DB12695	Phenethyl Isothiocyanate	0.267681611068678	1.1912147068175754	0.13532424224379205	0.349201640831691	NOMO1
CPC006_THP1_6H:BRD-K15409150-001-02-5:30	DB13791	Penfluridol	0.2899670292742223	1.2033075703880114	0.13548847666030922	0.3494247472620344	THP1
LJP009_NPC.CAS9_24H:H09	DB08912	Dabrafenib	0.2741689990730716	1.2045021905515567	0.13554814211262625	0.3494247472620344	NPC.CAS9
NMH002_NEU_24H:BRD-K08807999-001-01-6:10	DB12445	Nitroaspirin	0.2609041675206095	1.2042110889712263	0.13560655072243152	0.3494247472620344	NEU
CPC018_NPC_24H:BRD-A23072235-050-09-4:10	DB01620	Pheniramine	-0.2588863325131955	-1.192435752428897	0.13574456570758547	0.3494247472620344	NPC
CPC013_NPC_24H:BRD-K07881437-001-01-2:10	DB11778	Danusertib	0.28760624434090715	1.2084020270289355	0.13580799226165285	0.3494247472620344	NPC
LJP008_NPC.CAS9_24H:N10	DB02665	(1R,2S)-2-Phenylcyclopropanaminium	0.2700901447012999	1.2003531962547067	0.13584595039537958	0.3494247472620344	NPC.CAS9
LJP007_JURKAT_24H:G18	DB01254	Dasatinib	0.25731718217589866	1.1860011119423026	0.13584912651216213	0.3494247472620344	JURKAT
NMH001_NEU_6H:BRD-K70327167-348-11-8:10	DB04786	Suramin	0.27208686800318155	1.1979525056436546	0.13612727881954356	0.3499788426425039	NEU
CPC006_NOMO1_6H:BRD-K54233340-300-01-0:10	DB08597	Dorsomorphin	0.261587476784981	1.1970840540755663	0.13631898143903173	0.35023218129386463	NOMO1
NMH002_NEU_6H:BRD-K55591206-001-11-6:10	DB12116	Epigallocatechin gallate	0.2674246675152919	1.1953236857197869	0.13638131755161012	0.35023218129386463	NEU
LJP007_JURKAT_24H:E06	DB11743	Ipatasertib	0.2586332037877024	1.1878296871687395	0.13642963382675827	0.35023218129386463	JURKAT
LJP009_NPC_24H:O06	DB07101	PD-0325901	-0.2715990384310203	-1.196118829056471	0.13656715426415295	0.35023218129386463	NPC
LJP007_JURKAT_24H:P16	DB05294	Vandetanib	-0.23920145443708038	-1.1637792198576562	0.13660047367462197	0.35023218129386463	JURKAT
LJP007_NPC.TAK_24H:G11	DB11963	Dacomitinib	0.2570138695159634	1.1838739069299624	0.13662405523933938	0.35023218129386463	NPC.TAK
LJP008_NPC.TAK_24H:L23	DB05015	Belinostat	0.2570336076900132	1.1801922563790646	0.13668302476020522	0.35023218129386463	NPC.TAK
CPC006_PL21_6H:BRD-K44241590-001-03-3:11.1	DB07697	1-(2,3-dihydro-1,4-benzodioxin-6-ylsulfonyl)-4-[(4-methoxyphenyl)sulfonyl]piperazine	0.23326510318190813	1.1640893785913933	0.13682425612660987	0.35023218129386463	PL21
NMH002_NEU_6H:BRD-K41170226-001-10-4:10	DB03619	Deoxycholic acid	0.25151817323717673	1.1957742796885784	0.13684946558785335	0.35023218129386463	NEU
CPC006_NOMO1_6H:BRD-A62025033-001-01-8:10	DB06287	Temsirolimus	0.26389196718527014	1.2052874834299772	0.1368535858076044	0.35023218129386463	NOMO1
CPC015_NPC_24H:BRD-A40639672-234-09-9:10	DB00465	Ketorolac	0.2921242361917277	1.2030849101339094	0.1369352896579405	0.3502805965161165	NPC
NMH002_NEU_6H:BRD-K27305650-001-11-7:10	DB02656	LY-294002	0.270819737512476	1.2027926336628807	0.13702090273456088	0.35030526898074593	NEU
NMH002_NPC_6H:BRD-K71879491-001-30-9:10	DB00982	Isotretinoin	-0.2580324717780861	-1.1818586290223727	0.1371956575202895	0.35030526898074593	NPC
LPROT003_NPC_6H:N05	DB08895	Tofacitinib	0.2806879059819412	1.2000151274842352	0.13735297419330697	0.35030526898074593	NPC
LJP009_NPC.CAS9_24H:N09	DB08896	Regorafenib	-0.24519450744892365	-1.1709361950693982	0.1373644347147782	0.35030526898074593	NPC.CAS9
PCLB001_JURKAT_6H:BRD-K36452089-001-01-8:0.37	DB07726	t-Butylhydroquinone	0.25592337520850433	1.2009213802291256	0.13737389556660531	0.35030526898074593	JURKAT
NMH002_NEU_6H:BRD-K87714311-001-01-9:10	DB03068	Zebularine	-0.2578073034298995	-1.1803599998138183	0.13741733755031627	0.35030526898074593	NEU
CPC017_NPC_24H:BRD-K24053527-004-03-8:10	DB00514	Dextromethorphan	-0.26543432860399313	-1.1974885896774485	0.1374182194338837	0.35030526898074593	NPC
LJP007_NEU_24H:E07	DB05913	OSI-930	-0.22321803935147097	-1.1673126173070678	0.13748255297551074	0.35030526898074593	NEU
LJP008_NPC.TAK_24H:I08	DB11830	Mocetinostat	0.2486268149925367	1.1636236787300671	0.13756252024036558	0.35030526898074593	NPC.TAK
CPC012_NEU_24H:BRD-K87909389-003-01-8:10	DB03496	Alvocidib	-0.27159020020375796	-1.1974847613308806	0.13761983073282258	0.35030526898074593	NEU
LJP007_NPC_24H:A04	DB05134	Tanespimycin	0.29382558533764014	1.199639034294156	0.13763562459325956	0.35030526898074593	NPC
NMH001_NEU_24H:BRD-K47029922-001-02-0:10	DB02665	(1R,2S)-2-Phenylcyclopropanaminium	0.2509739592262643	1.1972572658187035	0.13822902796271638	0.3515989350416741	NEU
LJP008_NPC.TAK_24H:I07	DB11830	Mocetinostat	0.2482255601357247	1.1699812261308309	0.1382958675461031	0.3515989350416741	NPC.TAK
CPC006_SKM1_6H:BRD-K55966568-001-01-3:6	DB12072	Orantinib	0.2563097196402976	1.1883096499099737	0.13833297408432957	0.3515989350416741	SKM1
CPC016_NEU_24H:BRD-K18779551-003-03-7:10	DB13550	Bifemelane	0.2613034959383526	1.1911563368017883	0.138451254159007	0.35173932010614756	NEU
CPC006_PL21_6H:BRD-A67373739-001-01-4:10	DB01700	AICA ribonucleotide	-0.24937827219831651	-1.1806744168063534	0.13856629400184226	0.35187134921997176	PL21
CPC006_U937_6H:BRD-K64890080-001-03-9:10	DB16107	BI 2536	-0.2745620433752948	-1.1952727039750575	0.138829063329942	0.35236338341371265	U937
LJP009_NPC.CAS9_24H:D19	DB13061	MLN8054	0.27659181818650214	1.196908192158918	0.13888637392485287	0.35236338341371265	NPC.CAS9
LJP009_NPC_24H:G10	DB08521	4-[4-(4-Fluorophenyl)-2-[4-[(R)-methylsulfinyl]phenyl]-1H-imidazol-5-yl]pyridine	-0.25699244861177867	-1.1871818161969123	0.1391230280552943	0.3526284245752516	NPC
CPC016_NPC_24H:BRD-K29582677-300-06-4:10	DB04841	Flunarizine	-0.23214571584389468	-1.1550398452063255	0.13927014371064106	0.3526284245752516	NPC
NMH001_NEU_24H:BRD-K81418486-001-22-8:10	DB02546	Vorinostat	-0.2632989254629015	-1.1818226963923417	0.13927735706520739	0.3526284245752516	NEU
NMH002_NPC_6H:BRD-A93255169-001-21-8:10	DB01041	Thalidomide	-0.2577074789570073	-1.1755103050134346	0.13930103506631508	0.3526284245752516	NPC
LJP008_NPC_24H:G14	DB01254	Dasatinib	0.26112452537324876	1.1852386647554918	0.13930687359094007	0.3526284245752516	NPC
CPC017_NPC_24H:BRD-K68246049-001-01-4:10	DB02877	Arotinoid acid	-0.24708792806837826	-1.169999669841683	0.13941311721720126	0.3526576435021923	NPC
LJP009_NPC_24H:B09	DB12242	AZD-7762	-0.2671853157096588	-1.1938196371954632	0.13944483985765124	0.3526576435021923	NPC
LJP009_NPC_24H:B10	DB12242	AZD-7762	-0.2581284748196406	-1.1856787284950434	0.13954769137842207	0.35273733788771505	NPC
LJP007_NEU_24H:G15	DB01254	Dasatinib	0.27851227262538986	1.2003958258209702	0.13960280373831777	0.35273733788771505	NEU
NMH002_NPC_24H:BRD-A93000692-001-06-5:10	DB09201	Ciglitazone	-0.2453748184021053	-1.1732877364571115	0.1401098901098901	0.353818503016926	NPC
NMH002_NEU_24H:BRD-K32610195-001-14-9:10	DB01536	Androstenedione	-0.26332590038309744	-1.186954589708088	0.14017959935528437	0.353818503016926	NEU
CPC013_NEU_24H:BRD-K05658747-237-01-1:10	DB06817	Raltegravir	-0.2652991254727234	-1.1784023301519266	0.14022573016208734	0.353818503016926	NEU
NMH002_NEU_6H:BRD-K43880410-001-09-4:10	DB02789	Pregnenolone	-0.25788216868775227	-1.1856769630784916	0.14028437509830444	0.353818503016926	NEU
LJP009_NPC_24H:F03	DB11962	GSK-1059615	-0.2644961981658497	-1.1903043367752038	0.1403784113697794	0.35389568776863956	NPC
CPC015_NPC_24H:BRD-K26801045-001-01-1:10	DB09286	Pipamperone	0.25143750369623696	1.1817692165601106	0.14044798222880414	0.3539111530508122	NPC
CPC017_NPC_24H:BRD-K89595132-050-03-0:10	DB13679	Dexchlorpheniramine	0.27731199232246845	1.200640710919736	0.14054921745112653	0.3540063585371715	NPC
CPC006_U937_6H:BRD-A19037878:10	DB04297	Trichostatin A	-0.2531819633406365	-1.1693201633724797	0.1406944715552953	0.3540581915939558	U937
CPC014_NPC_24H:BRD-K91696562-001-01-8:10	DB12072	Orantinib	-0.2771604864136455	-1.2003533283572667	0.14074521408297602	0.3540581915939558	NPC
LJP009_NPC.TAK_24H:D05	DB11775	PF-03758309	-0.27647490694728005	-1.1863519938518337	0.14076018443366087	0.3540581915939558	NPC.TAK
LJP009_NPC.TAK_24H:I15	DB12146	Rigosertib	0.26257042551362275	1.1837931437006373	0.1410486300387319	0.3546238427156761	NPC.TAK
CPC014_NEU_24H:BRD-A39052811-377-01-4:10	DB11675	Mosapride	0.2412248795840621	1.1655821231559782	0.1412570792880259	0.3548263780862185	NEU
LJP009_NEU_24H:B09	DB12242	AZD-7762	-0.28431617356282063	-1.2023508864876944	0.14135828567613876	0.3548263780862185	NEU
LJP007_NPC_24H:P18	DB05294	Vandetanib	0.2568580021687274	1.1775311244059061	0.14136357759018786	0.3548263780862185	NPC
CPC015_NPC_24H:BRD-K66019333-096-01-2:10	DB13670	Oxantel	-0.2553208027093367	-1.1900148995167095	0.1413835881852776	0.3548263780862185	NPC
CPC006_PL21_6H:BRD-A58280226-001-01-2:4	DB08756	Y-27632	0.2781256879120208	1.198599742805448	0.1414959558120437	0.3549487128936114	PL21
NMH002_NPC_24H:BRD-K58550667-001-04-6:10	DB12731	Daporinad	0.2648631162281413	1.1877328034500425	0.1421357908373572	0.3563145258724949	NPC
CPC006_NOMO1_6H:BRD-K68185022-001-06-4:70.07	DB15588	Ursolic acid	0.26913244439897516	1.1941661680361624	0.1421863139883441	0.3563145258724949	NOMO1
CPC006_THP1_6H:BRD-K88560311-011-02-2:10	DB12332	Rucaparib	0.2557714327610938	1.1799289953700653	0.14223202170963364	0.3563145258724949	THP1
CPC006_THP1_6H:BRD-K92991072-001-02-3:10	DB13048	PAC-1	0.23902207739663098	1.1597554397754115	0.14251899362425074	0.35646573357347155	THP1
AML001_U937_24H:BRD-K19706299:0.37037	DB00374	Treprostinil	-0.27343301121283387	-1.2024211589074556	0.14263838543349006	0.35646573357347155	U937
LJP009_NPC.CAS9_24H:D18	DB16108	TAK-715	-0.2542040199864905	-1.1756498919377247	0.14264675726562645	0.35646573357347155	NPC.CAS9
NMH002_NEU_6H:BRD-K77830450-001-03-2:10	DB02587	Colforsin	0.2447249155737893	1.1726068638061358	0.1426557938185845	0.35646573357347155	NEU
LPROT001_NPC.TAK_6H:I04	DB03068	Zebularine	0.2653591341351371	1.1809799619986587	0.14266241159773563	0.35646573357347155	NPC.TAK
CPC014_NEU_24H:BRD-K78431006-001-02-9:10	DB08865	Crizotinib	0.25057826232234803	1.176008831078489	0.14267574530732424	0.35646573357347155	NEU
NMH001_NEU_6H:BRD-K66296774-001-05-3:10	DB01095	Fluvastatin	-0.25387285249571057	-1.1732410050908257	0.14277202498356345	0.35654661028795903	NEU
LJP009_NPC.CAS9_24H:D23	DB13061	MLN8054	0.256267036869951	1.1833240983705644	0.14287700220880123	0.3566328037219072	NPC.CAS9
CPC006_THP1_6H:BRD-A75817871-001-04-2:40	DB01944	(S)-blebbistatin	-0.2589524903987866	-1.1799673834608368	0.14293438772579037	0.3566328037219072	THP1
CPC016_NPC_24H:BRD-A51393488-003-01-9:10	DB06174	Noscapine	-0.2647985390434475	-1.1929251964795626	0.14302697643830073	0.3566770623689623	NPC
LJP007_NPC_24H:O05	DB07101	PD-0325901	-0.2775748509874834	-1.1968163675148182	0.14312707207938238	0.3566770623689623	NPC
LJP008_NPC.TAK_24H:A22	DB11740	MK-1775	0.2757318196114257	1.1924985296708017	0.14314392232373305	0.3566770623689623	NPC.TAK
LJP008_NPC.CAS9_24H:J12	DB05223	Pracinostat	0.2562886246623681	1.177500591379236	0.14324005779028212	0.3567572689339214	NPC.CAS9
NMH002_NPC_6H:BRD-K66956375-001-09-7:10	DB16495	Oleic monoethanolamide	-0.2689020665282914	-1.1898379499339249	0.14332660630522526	0.3567823668859478	NPC
CPC006_WSUDLCL2_6H:BRD-K17561142-003-16-8:10	DB01118	Amiodarone	-0.2861473796966552	-1.1980044263108622	0.14337803666576357	0.3567823668859478	WSUDLCL2
CPC018_NPC_24H:BRD-K14993104-001-03-4:10	DB13740	Bemegride	0.25531689732448193	1.185445512775058	0.14367339271457866	0.35735793934669385	NPC
LJP009_NEU_24H:K23	DB12432	CC-401	-0.2754440885214699	-1.1927511838540124	0.14447039499011882	0.3591801843359505	NEU
LJP009_NPC.TAK_24H:L23	DB12588	AZD-1480	0.2804910355602773	1.1982506543276308	0.14464786601333815	0.3594612224892711	NPC.TAK
CPC013_NPC_24H:BRD-K56334280-001-01-0:10	DB05022	Amonafide	0.27635134327876165	1.1930180227796374	0.14478589297101094	0.3596440324511443	NPC
CPC016_NPC_24H:BRD-A60571864-001-03-3:10	DB01222	Budesonide	0.2366509894832255	1.1564037731697714	0.14491854657046782	0.3596692831456064	NPC
LPROT003_NPC_6H:F21	DB00480	Lenalidomide	-0.24531701413369486	-1.1684585028433363	0.1450073326986904	0.3596692831456064	NPC
CPC006_PL21_6H:BRD-K78659596-001-01-3:10	DB09570	Ixazomib	0.27434696241620576	1.191796585915914	0.14507227974213713	0.3596692831456064	PL21
LPROT001_NPC.TAK_6H:K04	DB01262	Decitabine	0.28469988472268976	1.1954101941244033	0.14508308672888687	0.3596692831456064	NPC.TAK
CPC006_U937_6H:BRD-K78659596-001-01-3:10	DB09570	Ixazomib	-0.2654401418157997	-1.1774737884078657	0.14517723020160758	0.3596692831456064	U937
LJP009_NPC.TAK_24H:E07	DB01782	Pyrazolanthrone	-0.24348515759883	-1.161556056549333	0.1451859717060679	0.3596692831456064	NPC.TAK
LJP007_NEU_24H:I22	DB13005	Rebastinib	0.2453022609353539	1.1764660376796094	0.14524733732336462	0.3596692831456064	NEU
CPC016_NPC_24H:BRD-K93332168-001-03-2:10	DB01247	Isocarboxazid	0.2488217296994233	1.1688289703350423	0.14549418604651163	0.3599962864992818	NPC
LPROT003_NPC_6H:B17	DB12432	CC-401	-0.2686550852113296	-1.1885759898946948	0.14550844704353477	0.3599962864992818	NPC
CPC015_NPC_24H:BRD-K60770992-066-15-1:10	DB01186	Pergolide	0.2478904521175537	1.1677154898853426	0.1456531060051956	0.3601042590709258	NPC
CPC016_NEU_24H:BRD-K41160163-001-01-9:10	DB12931	Fenobam	0.24036404561538421	1.158246909717628	0.1456811817033661	0.3601042590709258	NEU
CPC006_THP1_6H:BRD-K63195589-001-01-4:10	DB04960	Tipifarnib	-0.26446592699822463	-1.1839685011531476	0.1460312277368796	0.36067769337676275	THP1
CPC016_NPC_24H:BRD-K76775527-001-15-3:10	DB04743	Nimesulide	-0.24603792438377475	-1.1679810520279335	0.1460424644807505	0.36067769337676275	NPC
CPC017_NPC_24H:BRD-K86301799-001-19-9:10	DB00975	Dipyridamole	-0.26487495753956225	-1.186833466794691	0.1461139608268346	0.3606923298069523	NPC
NMH001_NEU_24H:BRD-K09416995-001-32-4:10	DB00227	Lovastatin	-0.2638303480242091	-1.177560982578885	0.14617769451398444	0.3606923298069523	NEU
LJP007_NEU_24H:G12	DB11963	Dacomitinib	0.2442507325833313	1.1545193254657264	0.14625862250078783	0.3607324734446929	NEU
AML001_U937_24H:BRD-K27316855:10	DB00136	Calcitriol	-0.2572503864178153	-1.1770549281309823	0.14675142950921624	0.3617879917065477	U937
CPC006_NOMO1_6H:BRD-K26657438-001-01-2:10	DB00724	Imiquimod	-0.2678710742754441	-1.1913116692536416	0.14686536103162512	0.36190894399091716	NOMO1
CPC006_SKM1_6H:BRD-A70449690-001-01-4:10	DB02587	Colforsin	0.27659837128950393	1.1905469662556263	0.14706224549156485	0.3622341137295542	SKM1
CPC013_NEU_24H:BRD-K65261396-002-01-3:10	DB00864	Tacrolimus	-0.265469726334141	-1.187260343397655	0.1477446945856532	0.36375447974111175	NEU
LJP007_NPC_24H:M09	DB05575	Motesanib	-0.25053009116099295	-1.1700938281788555	0.14793901750423488	0.36392812059588964	NPC
NMH001_NEU_6H:BRD-A69512159-001-04-0:10	DB00190	Carbidopa	-0.25369321566185327	-1.1718067488875925	0.14794568516068787	0.36392812059588964	NEU
NMH002_NPC_6H:BRD-K27450477-003-06-8:10	DB07711	(2S,3R)-3-(6-amino-9H-purin-9-yl)nonan-2-ol	-0.24932494655690562	-1.1663791859716055	0.1480889628299987	0.36409607954666373	NPC
LJP009_NPC_24H:A04	DB05134	Tanespimycin	0.28210862185368546	1.1925608553451956	0.14814448836187966	0.36409607954666373	NPC
LJP009_NPC_24H:H10	DB08912	Dabrafenib	0.2869865443045594	1.1942327897232679	0.14833917655519596	0.36429823610989776	NPC
LJP007_NPC_24H:P12	DB07859	4-(4-CHLOROPHENYL)-4-[4-(1H-PYRAZOL-4-YL)PHENYL]PIPERIDINE	-0.2801888543558738	-1.1925003229141669	0.14841770251606318	0.36429823610989776	NPC
LJP007_NEU_24H:F17	DB12247	AZD-4547	-0.23818311932196937	-1.1565534929356762	0.1484226367947298	0.36429823610989776	NEU
LJP008_NEU_24H:A20	DB11740	MK-1775	0.24680956764234527	1.1916779339455204	0.14899546338302008	0.3655433993904437	NEU
NMH002_NEU_6H:BRD-K64994968-001-24-2:10	DB00396	Progesterone	0.24563754325061532	1.1628531225537542	0.1491729399028173	0.36561194073869957	NEU
LJP009_NEU_24H:E10	DB01782	Pyrazolanthrone	0.2619540352189683	1.179537484454012	0.14917548226509023	0.36561194073869957	NEU
LJP007_JURKAT_24H:D24	DB06616	Bosutinib	0.2446279482779991	1.1609359961977157	0.14927075496881598	0.36561194073869957	JURKAT
CPC013_NPC_24H:BRD-K66876909-001-04-3:10	DB00601	Linezolid	0.2552397691312325	1.1752172338118403	0.1492855352218601	0.36561194073869957	NPC
LJP009_NEU_24H:I21	DB11363	Alectinib	0.25480562338227275	1.1747877299108054	0.14940313687704085	0.36573940352655154	NEU
NMH002_NEU_24H:BRD-A79067928-001-04-3:10	DB00773	Etoposide	-0.2253697077617854	-1.1490623514749396	0.14957146806745922	0.3659908861176996	NEU
LJP009_NPC_24H:P22	DB09074	Olaparib	-0.24904117202726359	-1.1674184762555784	0.14967129757675043	0.3660746028850025	NPC
NMH002_NEU_6H:BRD-K35923252-001-03-6:10	DB07558	acetylleucyl-leucyl-norleucinal	0.27589704868082066	1.186267538393467	0.14976769969906553	0.36614986705569086	NEU
LJP007_NPC_24H:O03	DB07101	PD-0325901	-0.2663884067259734	-1.18729333586629	0.14994804684209048	0.3664302029487616	NPC
LJP009_NPC.CAS9_24H:I21	DB11363	Alectinib	-0.2780038106642777	-1.192034331768017	0.15011406844106465	0.3666753011526706	NPC.CAS9
NMH002_NPC_6H:BRD-A95074085-236-01-6:10	DB13242	Bucladesine	-0.254971779799062	-1.1774822874171742	0.15021371870547526	0.36674754742840276	NPC
CPC006_PL21_6H:BRD-K61250553-003-13-2:10	DB00836	Loperamide	0.24874431145284198	1.1762858787249573	0.15027511981023994	0.36674754742840276	PL21
LJP008_NPC.CAS9_24H:I10	DB11830	Mocetinostat	0.24501990341454535	1.1568140721579436	0.1503599632108084	0.366794155991736	NPC.CAS9
LJP009_NPC.CAS9_24H:K22	DB12432	CC-401	0.27098780933683875	1.187183447050206	0.1506587110911635	0.36731021335350567	NPC.CAS9
CPC015_NPC_24H:BRD-A41145729-001-02-7:10	DB08175	(2E,4E)-11-METHOXY-3,7,11-TRIMETHYLDODECA-2,4-DIENOIC ACID	0.2534611618464152	1.1869508831982425	0.15070318665821375	0.36731021335350567	NPC
LJP007_NEU_24H:K23	DB01590	Everolimus	0.2623214101873353	1.1766109740875386	0.15082667165318747	0.36745065552538553	NEU
CPC014_NPC_24H:BRD-K94294671-003-01-3:10	DB12387	OSI-027	0.2569778265209573	1.1791707782476994	0.1509171803172069	0.36751067175456015	NPC
LJP007_NPC.CAS9_24H:H12	DB09053	Ibrutinib	-0.23712441863287803	-1.1575150671475698	0.15119157264563665	0.3680182302748721	NPC.CAS9
CPC014_NPC_24H:BRD-K58772419-001-01-3:10	DB14980	AZD-6482	0.2652415027675193	1.1801577125608804	0.15137559083747423	0.3682016380827083	NPC
LJP008_NPC.TAK_24H:M04	DB02709	Resveratrol	-0.2574912555608817	-1.178861795626845	0.151398916967509	0.3682016380827083	NPC.TAK
CPC014_NEU_24H:BRD-K98372770-001-04-1:10	DB08078	{4-[3-(4-acetyl-3-hydroxy-2-propylphenoxy)propoxy]phenoxy}acetic acid	-0.25170834363102196	-1.1802771002864652	0.15179873240693903	0.368868381233184	NEU
LJP007_NPC.CAS9_24H:P04	DB09054	Idelalisib	-0.2529077900309542	-1.1702791921596805	0.15180530620386995	0.368868381233184	NPC.CAS9
NMH002_NEU_6H:BRD-A38878059-001-02-8:10	DB07557	3,20-Pregnanedione	0.29895125254723537	1.1886507049521946	0.1518737464372427	0.36887402323612406	NEU
CPC006_THP1_6H:BRD-K92241597-001-02-9:80	DB11781	Tosedostat	0.24803900480413246	1.171679018201641	0.15232866592794064	0.36978375957697673	THP1
CPC012_NPC_24H:BRD-K14550461-001-01-3:10	DB06410	Doxercalciferol	-0.2421918999120628	-1.16832659030827	0.15238185613968494	0.36978375957697673	NPC
NMH002_NEU_6H:BRD-K77947974-001-14-8:10	DB04842	Fluspirilene	-0.2405761573840803	-1.1715854109366022	0.15244714949400368	0.36978375957697673	NEU
LJP008_NPC.TAK_24H:J06	DB12116	Epigallocatechin gallate	-0.2494360715382233	-1.1660335038844136	0.15275621118012422	0.3703724042476806	NPC.TAK
CPC013_NEU_24H:BRD-K71512533-001-01-7:10	DB06134	SNS-314	0.2528510907699974	1.1689095468800395	0.15345444799663074	0.37190372083979273	NEU
LJP008_NPC.TAK_24H:D04	DB09074	Olaparib	-0.23879721865412662	-1.1519974734840477	0.15392470107711057	0.3727250445366821	NPC.TAK
CPC012_NPC_24H:BRD-K89626439-001-01-0:10	DB00877	Sirolimus	0.27197965145598757	1.1796725161595603	0.15392695870451972	0.3727250445366821	NPC
NMH001_NEU_24H:BRD-K12539581-001-18-7:10	DB08313	Nocodazole	-0.273669978028441	-1.1840450205860438	0.15421307596050202	0.3732558571729461	NEU
CPC016_NEU_24H:BRD-K94920105-001-01-3:10	DB07677	2-methyl-3,5,7,8-tetrahydro-4H-thiopyrano[4,3-d]pyrimidin-4-one	0.27345755622462997	1.1867053672275254	0.15434414772309277	0.3734111015382197	NEU
NMH002_NPC_24H:BRD-K81418486-001-22-8:10	DB02546	Vorinostat	-0.2613994639700937	-1.1654556326525687	0.1547499692188627	0.37423063644214777	NPC
LJP007_NPC.TAK_24H:P07	DB07859	4-(4-CHLOROPHENYL)-4-[4-(1H-PYRAZOL-4-YL)PHENYL]PIPERIDINE	0.26049721309067825	1.181944114734074	0.1549733002887146	0.3744355423077422	NPC.TAK
CPC015_NPC_24H:BRD-K19136521-001-03-0:10	DB02052	Indirubin-3'-monoxime	0.26431770469962207	1.185672282457656	0.15508703670953236	0.3744355423077422	NPC
CPC017_NPC_24H:BRD-K10136726-003-01-2:10	DB08603	N-[(1S)-5-amino-1-(chloroacetyl)pentyl]-4-methylbenzenesulfonamide	-0.25359841008809586	-1.1810807800509915	0.1550990165701199	0.3744355423077422	NPC
LJP007_NPC_24H:P14	DB05294	Vandetanib	0.23977027886145125	1.1502738852041983	0.15513030574705536	0.3744355423077422	NPC
NMH002_NEU_6H:BRD-K00959089-001-02-2:10	DB04795	Thenoyltrifluoroacetone	-0.2489644559584324	-1.173240034852142	0.15517027671903566	0.3744355423077422	NEU
LJP009_NPC.TAK_24H:E20	DB08901	Ponatinib	0.287981416015397	1.1844119515216287	0.1554164367829034	0.3748674019938686	NPC.TAK
NMH001_NPC_24H:BRD-K24125544-001-01-3:10	DB12161	Deutetrabenazine	0.2440720095760611	1.164591089377806	0.15553833651465612	0.3749992996608758	NPC
LPROT002_NPC.TAK_6H:O14	DB02169	9,10-Deepithio-9,10-Didehydroacanthifolicin	0.27247860347740277	1.1795151883261306	0.15563005269983168	0.375058342985901	NPC.TAK
CPC012_NPC_24H:BRD-A15010982-001-01-9:10	DB06444	Dexanabinol	0.25430970864384156	1.1827592799472788	0.15596424271919265	0.37565745115463445	NPC
LJP008_NPC.CAS9_24H:F03	DB12376	Ricolinostat	-0.26213120180147004	-1.1753342361661745	0.15601332036660479	0.37565745115463445	NPC.CAS9
DOSBIO001_NPC_24H:BRD-K27305650:3.33333	DB02656	LY-294002	-0.25325786537967615	-1.1713224772373687	0.15608848141767168	0.3756762889685894	NPC
LJP007_NPC.CAS9_24H:K11	DB11962	GSK-1059615	0.274575661268651	1.1813425245167433	0.1562495895772317	0.37590188022914	NPC.CAS9
LJP009_NEU_24H:E13	DB13113	JNJ-38877605	0.25841307209511455	1.177177202525025	0.1565853864921658	0.37642512049446475	NEU
LJP008_NEU_24H:C08	DB13877	Iniparib	0.24824973718082008	1.1814143225974691	0.1566020262892369	0.37642512049446475	NEU
LJP008_NPC_24H:G15	DB01254	Dasatinib	0.26178960358737186	1.1733546559352677	0.15669472536789197	0.3764857333451634	NPC
CPC013_NEU_24H:BRD-A47706533-001-01-8:10	DB12870	Buthionine sulfoximine	-0.2593976651943758	-1.1725331778331494	0.15694214368979692	0.37691787328686055	NEU
CPC016_NEU_24H:BRD-K00959089-001-01-4:10	DB04795	Thenoyltrifluoroacetone	-0.2659579569215085	-1.1769597568484946	0.1570303550973654	0.3769674488331332	NEU
CPC018_NPC_24H:BRD-K39339537-001-03-8:10	DB08991	Epirizole	0.2761701509998746	1.1873118159799083	0.15742636452468475	0.37762010628062337	NPC
NMH002_NEU_6H:BRD-K37270826-001-21-9:10	DB00834	Mifepristone	-0.25491311787419174	-1.1668304529681315	0.1574808842934871	0.37762010628062337	NEU
CPC013_NPC_24H:BRD-K16621777-001-01-9:10	DB12078	Enobosarm	0.23971854045393456	1.1517213565820814	0.15750528541226216	0.37762010628062337	NPC
CPC018_NPC_24H:BRD-K77947974-001-10-6:10	DB04842	Fluspirilene	-0.24347435478007806	-1.1588029683522767	0.15766344398620782	0.37783692182089923	NPC
LJP009_NPC.CAS9_24H:G13	DB01254	Dasatinib	0.2719711992660034	1.1789558215615445	0.15773765109685123	0.3778524497506797	NPC.CAS9
