ID1	ID2	Name1	Name2	Separation	ATC_Codes1	ATC_Codes2	Reported_Interaction	Reported_Combination
DB01392	DB02709	Yohimbine	Resveratrol	0.5251349527665319	G		False	False
DB08901	DB01173	Ponatinib	Orphenadrine	0.5251082251082251	L	M, N	False	False
DB02546	DB00201	Vorinostat	Caffeine	0.5244360902255638	L	V, N, R	False	False
DB01782	DB04216	Pyrazolanthrone	Quercetin	0.5243428912783752			False	False
DB01100	DB04216	Pimozide	Quercetin	0.5243428912783752	N		False	False
DB05134	DB01183	Tanespimycin	Naloxone	0.523809523809524		A, V, N	False	False
DB00933	DB01183	Mesoridazine	Naloxone	0.523809523809524	N	A, V, N	False	False
DB00800	DB01183	Fenoldopam	Naloxone	0.523809523809524	C	A, V, N	False	False
DB01175	DB01183	Escitalopram	Naloxone	0.523809523809524	N	A, V, N	False	False
DB00541	DB01183	Vincristine	Naloxone	0.523809523809524	L	A, V, N	False	False
DB00726	DB01183	Trimipramine	Naloxone	0.523809523809524	N	A, V, N	False	False
DB00925	DB01248	Phenoxybenzamine	Docetaxel	0.5238095238095237	C	L	False	False
DB01229	DB00925	Paclitaxel	Phenoxybenzamine	0.5238095238095237	L	C	True	False
DB00543	DB06486	Amoxapine	Enzastaurin	0.5237068965517242	N		False	False
DB00934	DB01229	Maprotiline	Paclitaxel	0.5229419703103912	N	L	False	False
DB00934	DB01248	Maprotiline	Docetaxel	0.5229419703103912	N	L	False	False
DB00313	DB01244	Valproic acid	Bepridil	0.5228070175438597	N	C	True	False
DB00159	DB00543	Icosapent	Amoxapine	0.5227272727272727		N	True	False
DB00091	DB00159	Cyclosporine	Icosapent	0.5227272727272727	L, S		True	False
DB02709	DB06589	Resveratrol	Pazopanib	0.5226495726495726		L	False	False
DB09167	DB00783	Dosulepin	Estradiol	0.5225563909774436	N	G	False	False
DB08901	DB00659	Ponatinib	Acamprosate	0.5222222222222224	L	N	False	False
DB01392	DB01645	Yohimbine	Genistein	0.5214102564102563	G		False	False
DB00675	DB00191	Tamoxifen	Phentermine	0.5208333333333335	L	A	False	False
DB00604	DB06486	Cisapride	Enzastaurin	0.5208333333333333	A		False	False
DB01782	DB01118	Pyrazolanthrone	Amiodarone	0.5208333333333333		C	False	False
DB01118	DB00268	Amiodarone	Ropinirole	0.5208333333333333	C	N	True	False
DB02709	DB00925	Resveratrol	Phenoxybenzamine	0.5203619909502264		C	False	False
DB13954	DB06153	Estradiol cypionate	Pizotifen	0.52		N	False	False
DB13953	DB06153	Estradiol benzoate	Pizotifen	0.52		N	False	False
DB13956	DB06153	Estradiol valerate	Pizotifen	0.52		N	False	False
DB00132	DB04216	alpha-Linolenic acid	Quercetin	0.5198475987949673			False	False
DB02709	DB00726	Resveratrol	Trimipramine	0.5196779964221827		N	False	False
DB04842	DB00783	Fluspirilene	Estradiol	0.519047619047619	N	G	False	False
DB00783	DB00800	Estradiol	Fenoldopam	0.519047619047619	G	C	False	False
DB00783	DB00875	Estradiol	Flupentixol	0.519047619047619	G	N	False	False
DB00363	DB04216	Clozapine	Quercetin	0.5185185185185184	N		False	False
DB00570	DB01076	Vinblastine	Atorvastatin	0.5181818181818181	L	C	False	False
DB00201	DB00933	Caffeine	Mesoridazine	0.5178571428571428	V, N, R	N	False	False
DB09213	DB00541	Dexibuprofen	Vincristine	0.5178571428571428	M	L	False	False
DB00363	DB00159	Clozapine	Icosapent	0.5173666489455964	N		True	False
DB00988	DB08604	Dopamine	Triclosan	0.5166666666666666	C	D	False	False
DB04946	DB06486	Iloperidone	Enzastaurin	0.5164473684210527	N		False	False
DB00091	DB01183	Cyclosporine	Naloxone	0.5162337662337664	L, S	A, V, N	False	False
DB00363	DB00175	Clozapine	Pravastatin	0.5159642401021709	N	C	False	False
DB00363	DB01095	Clozapine	Fluvastatin	0.5159642401021709	N	C	False	False
DB00363	DB01067	Clozapine	Glipizide	0.5159642401021709	N	A	False	False
DB00159	DB01224	Icosapent	Quetiapine	0.5155844155844156		N	True	False
DB02659	DB00132	Cholic Acid	alpha-Linolenic acid	0.5155573593073592	A		False	False
DB02424	DB01244	Geldanamycin	Bepridil	0.5153846153846153		C	False	False
DB00363	DB00641	Clozapine	Simvastatin	0.5148148148148146	N	C, A	False	False
DB00363	DB00227	Clozapine	Lovastatin	0.5148148148148146	N	C	False	False
DB00248	DB00159	Cabergoline	Icosapent	0.5146627565982405	G, N		True	False
DB02587	DB00159	Colforsin	Icosapent	0.5143939393939394			False	False
DB01100	DB00159	Pimozide	Icosapent	0.5143939393939394	N		False	False
DB11886	DB13956	Infigratinib	Estradiol valerate	0.5142857142857142			False	False
DB00408	DB00806	Loxapine	Pentoxifylline	0.5142857142857142	N	C, R	False	False
DB11886	DB13953	Infigratinib	Estradiol benzoate	0.5142857142857142			False	False
DB01239	DB13956	Chlorprothixene	Estradiol valerate	0.5142857142857142	N		False	False
DB01239	DB13953	Chlorprothixene	Estradiol benzoate	0.5142857142857142	N		False	False
DB11886	DB13954	Infigratinib	Estradiol cypionate	0.5142857142857142			False	False
DB01239	DB13954	Chlorprothixene	Estradiol cypionate	0.5142857142857142	N		False	False
DB02709	DB09167	Resveratrol	Dosulepin	0.51417004048583		N	False	False
DB01392	DB00159	Yohimbine	Icosapent	0.5136693017127798	G		True	False
DB00988	DB02709	Dopamine	Resveratrol	0.5135709818636649	C		False	False
DB01149	DB01183	Nefazodone	Naloxone	0.5130252100840333	N	A, V, N	False	False
DB00363	DB08604	Clozapine	Triclosan	0.5127314814814814	N	D	False	False
DB00836	DB04216	Loperamide	Quercetin	0.5124494242141302	A		False	False
DB02659	DB00412	Cholic Acid	Rosiglitazone	0.5119047619047621	A	A	False	False
DB00477	DB00806	Chlorpromazine	Pentoxifylline	0.5119047619047619	N	C, R	False	False
DB00715	DB00159	Paroxetine	Icosapent	0.5118577075098814	N		True	False
DB11886	DB01645	Infigratinib	Genistein	0.5113122171945701			False	False
DB02546	DB02709	Vorinostat	Resveratrol	0.5099255583126552	L		True	False
DB00477	DB00675	Chlorpromazine	Tamoxifen	0.5092165898617511	N	L	False	False
DB03756	DB06486	Doconexent	Enzastaurin	0.5089285714285714			False	False
DB13953	DB00191	Estradiol benzoate	Phentermine	0.5083333333333333		A	False	False
DB13954	DB00191	Estradiol cypionate	Phentermine	0.5083333333333333		A	False	False
DB13956	DB00191	Estradiol valerate	Phentermine	0.5083333333333333		A	False	False
DB00313	DB08901	Valproic acid	Ponatinib	0.5083333333333333	N	L	False	False
DB01118	DB01186	Amiodarone	Pergolide	0.5081521739130435	C	N	False	False
DB00794	DB00193	Primidone	Tramadol	0.5066666666666666	N	N	False	False
DB00783	DB01151	Estradiol	Desipramine	0.5063025210084033	G	N	False	False
DB00604	DB08901	Cisapride	Ponatinib	0.5061403508771931	A	L	False	False
DB06589	DB04216	Pazopanib	Quercetin	0.5060560560560561	L		False	False
DB00159	DB00201	Icosapent	Caffeine	0.5055844155844158		V, N, R	False	False
DB01118	DB00193	Amiodarone	Tramadol	0.5052536231884057	C	N	False	False
DB00248	DB02709	Cabergoline	Resveratrol	0.5050167224080269	G, N		False	False
DB01118	DB01200	Amiodarone	Bromocriptine	0.5048076923076923	C	G, N	False	False
DB02659	DB00313	Cholic Acid	Valproic acid	0.5047619047619047	A	N	False	False
DB01244	DB06486	Bepridil	Enzastaurin	0.5041666666666667	C		False	False
DB11886	DB00201	Infigratinib	Caffeine	0.503968253968254		V, N, R	False	False
DB05223	DB00201	Pracinostat	Caffeine	0.503968253968254		V, N, R	False	False
DB01100	DB02709	Pimozide	Resveratrol	0.5032051282051284	N		False	False
DB00589	DB06486	Lisuride	Enzastaurin	0.5027173913043479	G, N		False	False
DB01244	DB00659	Bepridil	Acamprosate	0.5025641025641026	C	N	False	False
DB00246	DB00159	Ziprasidone	Icosapent	0.5024570024570025	N		True	False
DB00315	DB04216	Zolmitriptan	Quercetin	0.5020502645502647	N		False	False
DB13956	DB01244	Estradiol valerate	Bepridil	0.5000000000000002		C	False	False
DB13953	DB01244	Estradiol benzoate	Bepridil	0.5000000000000002		C	False	False
DB13954	DB01244	Estradiol cypionate	Bepridil	0.5000000000000002		C	False	False
DB06678	DB00806	Esmirtazapine	Pentoxifylline	0.5000000000000002		C, R	False	False
DB00313	DB08399	Valproic acid	Piceatannol	0.5000000000000002	N		False	False
DB02424	DB00191	Geldanamycin	Phentermine	0.5000000000000002		A	False	False
DB00575	DB00191	Clonidine	Phentermine	0.5000000000000002	C, N, S	A	False	False
DB09232	DB00227	Cilnidipine	Lovastatin	0.5	C	C	False	False
DB13953	DB06148	Estradiol benzoate	Mianserin	0.5		N	False	False
DB00409	DB00975	Remoxipride	Dipyridamole	0.5	N	B	False	False
DB00320	DB00227	Dihydroergotamine	Lovastatin	0.5	N	C	False	False
DB00756	DB00794	Hexachlorophene	Primidone	0.5	D	N	False	False
DB13954	DB06148	Estradiol cypionate	Mianserin	0.5		N	False	False
DB00756	DB01403	Hexachlorophene	Methotrimeprazine	0.5	D	N	False	False
DB00409	DB00227	Remoxipride	Lovastatin	0.5	N	C	False	False
DB09232	DB00933	Cilnidipine	Mesoridazine	0.5	C	N	False	False
DB00175	DB04599	Pravastatin	Aniracetam	0.5	C	N	False	False
DB00409	DB00175	Remoxipride	Pravastatin	0.5	N	C	False	False
DB00656	DB01183	Trazodone	Naloxone	0.5	N	A, V, N	False	False
DB00409	DB01067	Remoxipride	Glipizide	0.5	N	A	False	False
DB00756	DB00656	Hexachlorophene	Trazodone	0.5	D	N	False	False
DB00175	DB01200	Pravastatin	Bromocriptine	0.5	C	G, N	False	False
DB00756	DB00408	Hexachlorophene	Loxapine	0.5	D	N	False	False
DB00175	DB00933	Pravastatin	Mesoridazine	0.5	C	N	False	False
DB01186	DB00227	Pergolide	Lovastatin	0.5	N	C	False	False
DB00175	DB00541	Pravastatin	Vincristine	0.5	C	L	False	False
DB00175	DB09232	Pravastatin	Cilnidipine	0.5	C	C	False	False
DB00756	DB00320	Hexachlorophene	Dihydroergotamine	0.5	D	N	False	False
DB00227	DB01224	Lovastatin	Quetiapine	0.5	C	N	False	False
DB00756	DB01186	Hexachlorophene	Pergolide	0.5	D	N	False	False
DB00320	DB00975	Dihydroergotamine	Dipyridamole	0.5	N	B	True	False
DB00320	DB00641	Dihydroergotamine	Simvastatin	0.5	N	C, A	False	False
DB00409	DB00641	Remoxipride	Simvastatin	0.5	N	C, A	False	False
DB00175	DB00925	Pravastatin	Phenoxybenzamine	0.5	C	C	False	False
DB00756	DB00726	Hexachlorophene	Trimipramine	0.5	D	N	False	False
DB00227	DB00806	Lovastatin	Pentoxifylline	0.5	C	C, R	False	False
DB01239	DB00227	Chlorprothixene	Lovastatin	0.5	N	C	False	False
DB00656	DB01095	Trazodone	Fluvastatin	0.5	N	C	False	False
DB02509	DB00806	Farnesol	Pentoxifylline	0.5		C, R	False	False
DB00756	DB06153	Hexachlorophene	Pizotifen	0.5	D	N	False	False
DB00756	DB01224	Hexachlorophene	Quetiapine	0.5	D	N	False	False
DB00641	DB06153	Simvastatin	Pizotifen	0.5	C, A	N	False	False
DB02509	DB06153	Farnesol	Pizotifen	0.5		N	False	False
DB02509	DB00615	Farnesol	Rifabutin	0.5		J	False	False
DB02509	DB00949	Farnesol	Felbamate	0.5		N	False	False
DB11886	DB01067	Infigratinib	Glipizide	0.5		A	False	False
DB01118	DB00925	Amiodarone	Phenoxybenzamine	0.5	C	C	True	False
DB11886	DB00615	Infigratinib	Rifabutin	0.5		J	False	False
DB00227	DB06153	Lovastatin	Pizotifen	0.5	C	N	False	False
DB02509	DB01184	Farnesol	Domperidone	0.5		A	False	False
DB02509	DB00875	Farnesol	Flupentixol	0.5		N	False	False
DB01118	DB00875	Amiodarone	Flupentixol	0.5	C	N	True	False
DB00933	DB01095	Mesoridazine	Fluvastatin	0.5	N	C	False	False
DB11886	DB00175	Infigratinib	Pravastatin	0.5		C	False	False
DB02509	DB00800	Farnesol	Fenoldopam	0.5		C	False	False
DB00933	DB00949	Mesoridazine	Felbamate	0.5	N	N	True	False
DB11886	DB01095	Infigratinib	Fluvastatin	0.5		C	False	False
DB02509	DB00966	Farnesol	Telmisartan	0.5		C	False	False
DB11886	DB00975	Infigratinib	Dipyridamole	0.5		B	False	False
DB02509	DB00933	Farnesol	Mesoridazine	0.5		N	False	False
DB01186	DB08604	Pergolide	Triclosan	0.5	N	D	False	False
DB00227	DB00949	Lovastatin	Felbamate	0.5	C	N	False	False
DB00409	DB00756	Remoxipride	Hexachlorophene	0.5	N	D	False	False
DB11886	DB08604	Infigratinib	Triclosan	0.5		D	False	False
DB00756	DB09232	Hexachlorophene	Cilnidipine	0.5	D	C	False	False
DB00091	DB09213	Cyclosporine	Dexibuprofen	0.5	L, S	M	True	False
DB00408	DB00227	Loxapine	Lovastatin	0.5	N	C	False	False
DB13956	DB06148	Estradiol valerate	Mianserin	0.5		N	False	False
DB00756	DB04599	Hexachlorophene	Aniracetam	0.5	D	N	False	False
DB00227	DB00543	Lovastatin	Amoxapine	0.5	C	N	False	False
DB00756	DB00933	Hexachlorophene	Mesoridazine	0.5	D	N	False	False
DB00175	DB01403	Pravastatin	Methotrimeprazine	0.5	C	N	False	False
DB00756	DB01200	Hexachlorophene	Bromocriptine	0.5	D	G, N	False	False
DB00641	DB00806	Simvastatin	Pentoxifylline	0.5	C, A	C, R	False	False
DB00656	DB08604	Trazodone	Triclosan	0.5	N	D	False	False
DB00641	DB01224	Simvastatin	Quetiapine	0.5	C, A	N	False	False
DB00756	DB00800	Hexachlorophene	Fenoldopam	0.5	D	C	False	False
DB04946	DB00756	Iloperidone	Hexachlorophene	0.5	N	D	False	False
DB00756	DB00875	Hexachlorophene	Flupentixol	0.5	D	N	False	False
DB00756	DB01184	Hexachlorophene	Domperidone	0.5	D	A	False	False
DB01118	DB00315	Amiodarone	Zolmitriptan	0.5	C	N	False	False
DB01118	DB00247	Amiodarone	Methysergide	0.5	C	N	False	False
DB00756	DB00543	Hexachlorophene	Amoxapine	0.5	D	N	False	False
DB00756	DB00949	Hexachlorophene	Felbamate	0.5	D	N	False	False
DB02424	DB07863	Geldanamycin	2-chloro-5-nitro-N-phenylbenzamide	0.5			False	False
DB00248	DB08604	Cabergoline	Triclosan	0.5	G, N	D	False	False
DB00420	DB00975	Promazine	Dipyridamole	0.5	N	B	True	False
DB00420	DB08604	Promazine	Triclosan	0.5	N	D	False	False
DB00575	DB00966	Clonidine	Telmisartan	0.5	C, N, S	C	True	False
DB04946	DB00227	Iloperidone	Lovastatin	0.5	N	C	False	False
DB00484	DB00975	Brimonidine	Dipyridamole	0.5	D, S	B	True	False
DB00484	DB00641	Brimonidine	Simvastatin	0.5	D, S	C, A	False	False
DB00484	DB00227	Brimonidine	Lovastatin	0.5	D, S	C	False	False
DB04946	DB00641	Iloperidone	Simvastatin	0.5	N	C, A	False	False
DB00656	DB00175	Trazodone	Pravastatin	0.5	N	C	False	False
DB00656	DB01067	Trazodone	Glipizide	0.5	N	A	False	False
DB00575	DB01067	Clonidine	Glipizide	0.5	C, N, S	A	False	False
DB00575	DB00175	Clonidine	Pravastatin	0.5	C, N, S	C	False	False
DB00227	DB04599	Lovastatin	Aniracetam	0.5	C	N	False	False
DB00484	DB00175	Brimonidine	Pravastatin	0.5	D, S	C	False	False
DB00575	DB00227	Clonidine	Lovastatin	0.5	C, N, S	C	False	False
DB00575	DB00641	Clonidine	Simvastatin	0.5	C, N, S	C, A	False	False
DB00248	DB00227	Cabergoline	Lovastatin	0.5	G, N	C	False	False
DB04946	DB01095	Iloperidone	Fluvastatin	0.5	N	C	False	False
DB00575	DB00975	Clonidine	Dipyridamole	0.5	C, N, S	B	False	False
DB00575	DB01095	Clonidine	Fluvastatin	0.5	C, N, S	C	False	False
DB04946	DB08604	Iloperidone	Triclosan	0.5	N	D	False	False
DB00484	DB00756	Brimonidine	Hexachlorophene	0.5	D, S	D	False	False
DB00925	DB01095	Phenoxybenzamine	Fluvastatin	0.5	C	C	False	False
DB00656	DB00641	Trazodone	Simvastatin	0.5	N	C, A	False	False
DB00734	DB01067	Risperidone	Glipizide	0.5	N	A	False	False
DB00800	DB08604	Fenoldopam	Triclosan	0.5	C	D	False	False
DB00734	DB00175	Risperidone	Pravastatin	0.5	N	C	False	False
DB00756	DB00589	Hexachlorophene	Lisuride	0.5	D	G, N	False	False
DB00570	DB02266	Vinblastine	Flufenamic acid	0.5	L	M	False	False
DB01186	DB00641	Pergolide	Simvastatin	0.5	N	C, A	False	False
DB00484	DB00543	Brimonidine	Amoxapine	0.5	D, S	N	False	False
DB00484	DB01095	Brimonidine	Fluvastatin	0.5	D, S	C	False	False
DB04599	DB00641	Aniracetam	Simvastatin	0.5	N	C, A	False	False
DB00248	DB00175	Cabergoline	Pravastatin	0.5	G, N	C	False	False
DB00875	DB01095	Flupentixol	Fluvastatin	0.5	N	C	False	False
DB00248	DB01067	Cabergoline	Glipizide	0.5	G, N	A	False	False
DB01239	DB00641	Chlorprothixene	Simvastatin	0.5	N	C, A	False	False
DB00175	DB01186	Pravastatin	Pergolide	0.5	C	N	False	False
DB01239	DB01095	Chlorprothixene	Fluvastatin	0.5	N	C	False	False
DB06678	DB01248	Esmirtazapine	Docetaxel	0.5		L	False	False
DB04599	DB01095	Aniracetam	Fluvastatin	0.5	N	C	False	False
DB00175	DB00320	Pravastatin	Dihydroergotamine	0.5	C	N	False	False
DB01239	DB08604	Chlorprothixene	Triclosan	0.5	N	D	False	False
DB00656	DB00227	Trazodone	Lovastatin	0.5	N	C	False	False
DB04946	DB01067	Iloperidone	Glipizide	0.5	N	A	False	False
DB06678	DB01229	Esmirtazapine	Paclitaxel	0.5		L	False	False
DB00175	DB00408	Pravastatin	Loxapine	0.5	C	N	False	False
DB04946	DB00175	Iloperidone	Pravastatin	0.5	N	C	False	False
DB04599	DB00975	Aniracetam	Dipyridamole	0.5	N	B	False	False
DB00975	DB01184	Dipyridamole	Domperidone	0.5	B	A	False	False
DB01239	DB00175	Chlorprothixene	Pravastatin	0.5	N	C	False	False
DB01239	DB01067	Chlorprothixene	Glipizide	0.5	N	A	False	False
DB00875	DB08604	Flupentixol	Triclosan	0.5	N	D	False	False
DB01184	DB01095	Domperidone	Fluvastatin	0.5	A	C	False	False
DB00175	DB00806	Pravastatin	Pentoxifylline	0.5	C	C, R	False	False
DB01184	DB00949	Domperidone	Felbamate	0.5	A	N	True	False
DB00175	DB01224	Pravastatin	Quetiapine	0.5	C	N	False	False
DB04599	DB08604	Aniracetam	Triclosan	0.5	N	D	False	False
DB00756	DB09286	Hexachlorophene	Pipamperone	0.5	D	N	False	False
DB01186	DB01095	Pergolide	Fluvastatin	0.5	N	C	False	False
DB00800	DB01095	Fenoldopam	Fluvastatin	0.5	C	C	False	False
DB00933	DB00641	Mesoridazine	Simvastatin	0.5	N	C, A	False	False
DB00975	DB02266	Dipyridamole	Flufenamic acid	0.5	B	M	False	False
DB00420	DB01067	Promazine	Glipizide	0.5	N	A	False	False
DB00420	DB00175	Promazine	Pravastatin	0.5	N	C	False	False
DB00756	DB00935	Hexachlorophene	Oxymetazoline	0.5	D	S, R	False	False
DB09232	DB01095	Cilnidipine	Fluvastatin	0.5	C	C	False	False
DB00248	DB01095	Cabergoline	Fluvastatin	0.5	G, N	C	False	False
DB00175	DB08399	Pravastatin	Piceatannol	0.5	C		False	False
DB00933	DB00966	Mesoridazine	Telmisartan	0.5	N	C	False	False
DB00975	DB06153	Dipyridamole	Pizotifen	0.5	B	N	True	False
DB00175	DB01184	Pravastatin	Domperidone	0.5	C	A	False	False
DB00175	DB00875	Pravastatin	Flupentixol	0.5	C	N	False	False
DB00175	DB00800	Pravastatin	Fenoldopam	0.5	C	C	False	False
DB00420	DB00227	Promazine	Lovastatin	0.5	N	C	False	False
DB00656	DB00975	Trazodone	Dipyridamole	0.5	N	B	True	False
DB00420	DB00641	Promazine	Simvastatin	0.5	N	C, A	False	False
DB01239	DB00159	Chlorprothixene	Icosapent	0.5	N		False	False
DB00933	DB00975	Mesoridazine	Dipyridamole	0.5	N	B	False	False
DB09232	DB00975	Cilnidipine	Dipyridamole	0.5	C	B	True	False
DB00756	DB01175	Hexachlorophene	Escitalopram	0.5	D	N	False	False
DB00420	DB01095	Promazine	Fluvastatin	0.5	N	C	False	False
DB00409	DB08604	Remoxipride	Triclosan	0.5	N	D	False	False
DB00756	DB09167	Hexachlorophene	Dosulepin	0.5	D	N	False	False
DB03756	DB00975	Doconexent	Dipyridamole	0.5		B	False	False
DB00756	DB00715	Hexachlorophene	Paroxetine	0.5	D	N	False	False
DB00409	DB01095	Remoxipride	Fluvastatin	0.5	N	C	False	False
DB09232	DB00641	Cilnidipine	Simvastatin	0.5	C	C, A	False	False
DB00227	DB01184	Lovastatin	Domperidone	0.5	C	A	False	False
DB00175	DB00543	Pravastatin	Amoxapine	0.5	C	N	False	False
DB00175	DB00949	Pravastatin	Felbamate	0.5	C	N	False	False
DB07863	DB00975	2-chloro-5-nitro-N-phenylbenzamide	Dipyridamole	0.5		B	False	False
DB00925	DB00975	Phenoxybenzamine	Dipyridamole	0.5	C	B	True	False
DB00756	DB00248	Hexachlorophene	Cabergoline	0.5	D	G, N	False	False
DB00925	DB00641	Phenoxybenzamine	Simvastatin	0.5	C	C, A	False	False
DB00570	DB00975	Vinblastine	Dipyridamole	0.5	L	B	False	False
DB00227	DB00933	Lovastatin	Mesoridazine	0.5	C	N	False	False
DB00734	DB00227	Risperidone	Lovastatin	0.5	N	C	False	False
DB00227	DB01200	Lovastatin	Bromocriptine	0.5	C	G, N	False	False
DB00925	DB00966	Phenoxybenzamine	Telmisartan	0.5	C	C	False	False
DB00734	DB00641	Risperidone	Simvastatin	0.5	N	C, A	False	False
DB02509	DB00925	Farnesol	Phenoxybenzamine	0.5		C	False	False
DB00975	DB00949	Dipyridamole	Felbamate	0.5	B	N	False	False
DB00756	DB01239	Hexachlorophene	Chlorprothixene	0.5	D	N	False	False
DB00756	DB00575	Hexachlorophene	Clonidine	0.5	D	C, N, S	False	False
DB00756	DB00734	Hexachlorophene	Risperidone	0.5	D	N	False	False
DB00756	DB00420	Hexachlorophene	Promazine	0.5	D	N	False	False
DB00734	DB01095	Risperidone	Fluvastatin	0.5	N	C	False	False
DB00248	DB00641	Cabergoline	Simvastatin	0.5	G, N	C, A	False	False
DB00925	DB00227	Phenoxybenzamine	Lovastatin	0.5	C	C	False	False
DB00756	DB00246	Hexachlorophene	Ziprasidone	0.5	D	N	False	False
DB00756	DB06148	Hexachlorophene	Mianserin	0.5	D	N	False	False
DB00227	DB00800	Lovastatin	Fenoldopam	0.5	C	C	False	False
DB00734	DB08604	Risperidone	Triclosan	0.5	N	D	False	False
DB00175	DB06153	Pravastatin	Pizotifen	0.5	C	N	False	False
DB00227	DB00875	Lovastatin	Flupentixol	0.5	C	N	False	False
DB01183	DB00543	Naloxone	Amoxapine	0.5	A, V, N	N	False	False
DB02509	DB04599	Farnesol	Aniracetam	0.5		N	False	False
DB00246	DB01095	Ziprasidone	Fluvastatin	0.5	N	C	False	False
DB02509	DB09232	Farnesol	Cilnidipine	0.5		C	False	False
DB01247	DB00420	Isocarboxazid	Promazine	0.5	N	N	True	False
DB01067	DB00800	Glipizide	Fenoldopam	0.5	A	C	False	False
DB00589	DB01095	Lisuride	Fluvastatin	0.5	G, N	C	False	False
DB00715	DB01067	Paroxetine	Glipizide	0.5	N	A	True	False
DB01247	DB00756	Isocarboxazid	Hexachlorophene	0.5	N	D	False	False
DB00604	DB00091	Cisapride	Cyclosporine	0.5	A	L, S	False	False
DB01247	DB00734	Isocarboxazid	Risperidone	0.5	N	N	False	False
DB09167	DB08604	Dosulepin	Triclosan	0.5	N	D	False	False
DB01067	DB01186	Glipizide	Pergolide	0.5	A	N	False	False
DB01247	DB01067	Isocarboxazid	Glipizide	0.5	N	A	False	False
DB01247	DB00175	Isocarboxazid	Pravastatin	0.5	N	C	False	False
DB01067	DB01200	Glipizide	Bromocriptine	0.5	A	G, N	True	False
DB01247	DB00227	Isocarboxazid	Lovastatin	0.5	N	C	False	False
DB00320	DB01095	Dihydroergotamine	Fluvastatin	0.5	N	C	False	False
DB00589	DB00641	Lisuride	Simvastatin	0.5	G, N	C, A	False	False
DB09286	DB08604	Pipamperone	Triclosan	0.5	N	D	False	False
DB00715	DB00175	Paroxetine	Pravastatin	0.5	N	C	True	False
DB01247	DB05134	Isocarboxazid	Tanespimycin	0.5	N		False	False
DB01132	DB00806	Pioglitazone	Pentoxifylline	0.5	A	C, R	False	False
DB01200	DB00641	Bromocriptine	Simvastatin	0.5	G, N	C, A	False	False
DB01132	DB06153	Pioglitazone	Pizotifen	0.5	A	N	False	False
DB00589	DB08604	Lisuride	Triclosan	0.5	G, N	D	False	False
DB09286	DB01095	Pipamperone	Fluvastatin	0.5	N	C	False	False
DB01132	DB00949	Pioglitazone	Felbamate	0.5	A	N	False	False
DB01067	DB00875	Glipizide	Flupentixol	0.5	A	N	False	False
DB00715	DB00227	Paroxetine	Lovastatin	0.5	N	C	False	False
DB01132	DB01184	Pioglitazone	Domperidone	0.5	A	A	False	False
DB00715	DB00641	Paroxetine	Simvastatin	0.5	N	C, A	False	False
DB01132	DB00875	Pioglitazone	Flupentixol	0.5	A	N	False	False
DB01132	DB00800	Pioglitazone	Fenoldopam	0.5	A	C	False	False
DB09286	DB00641	Pipamperone	Simvastatin	0.5	N	C, A	False	False
DB00715	DB01095	Paroxetine	Fluvastatin	0.5	N	C	False	False
DB09167	DB01095	Dosulepin	Fluvastatin	0.5	N	C	False	False
DB01067	DB00933	Glipizide	Mesoridazine	0.5	A	N	False	False
DB01247	DB00641	Isocarboxazid	Simvastatin	0.5	N	C, A	False	False
DB00541	DB00641	Vincristine	Simvastatin	0.5	L	C, A	False	False
DB01175	DB00175	Escitalopram	Pravastatin	0.5	N	C	False	False
DB05134	DB02509	Tanespimycin	Farnesol	0.5			False	False
DB01067	DB08399	Glipizide	Piceatannol	0.5	A		False	False
DB01175	DB00227	Escitalopram	Lovastatin	0.5	N	C	False	False
DB11830	DB00975	Mocetinostat	Dipyridamole	0.5		B	False	False
DB01175	DB00641	Escitalopram	Simvastatin	0.5	N	C, A	False	False
DB01175	DB00975	Escitalopram	Dipyridamole	0.5	N	B	True	False
DB00541	DB01095	Vincristine	Fluvastatin	0.5	L	C	False	False
DB01175	DB01095	Escitalopram	Fluvastatin	0.5	N	C	False	False
DB00589	DB01067	Lisuride	Glipizide	0.5	G, N	A	False	False
DB00589	DB00175	Lisuride	Pravastatin	0.5	G, N	C	False	False
DB01067	DB01403	Glipizide	Methotrimeprazine	0.5	A	N	False	False
DB01175	DB08604	Escitalopram	Triclosan	0.5	N	D	False	False
DB00541	DB00975	Vincristine	Dipyridamole	0.5	L	B	False	False
DB00541	DB00966	Vincristine	Telmisartan	0.5	L	C	False	False
DB00541	DB00227	Vincristine	Lovastatin	0.5	L	C	False	False
DB09167	DB01067	Dosulepin	Glipizide	0.5	N	A	False	False
DB02509	DB01403	Farnesol	Methotrimeprazine	0.5		N	False	False
DB01067	DB09232	Glipizide	Cilnidipine	0.5	A	C	True	False
DB01067	DB00925	Glipizide	Phenoxybenzamine	0.5	A	C	False	False
DB11830	DB02509	Mocetinostat	Farnesol	0.5			False	False
DB01247	DB01095	Isocarboxazid	Fluvastatin	0.5	N	C	False	False
DB09167	DB00227	Dosulepin	Lovastatin	0.5	N	C	False	False
DB01247	DB01184	Isocarboxazid	Domperidone	0.5	N	A	True	False
DB01067	DB04599	Glipizide	Aniracetam	0.5	A	N	False	False
DB01247	DB00875	Isocarboxazid	Flupentixol	0.5	N	N	False	False
DB01247	DB00975	Isocarboxazid	Dipyridamole	0.5	N	B	False	False
