Signature	DrugBank_ID	DrugBank_Name	Enrichment_Score	Normalized_Enrichment_Score	p-value	FDR	Cell_Line
CPC014_SKB_24H:BRD-K07736136-001-01-2:10	DB05470	VX-702	-0.22214262170415403	-1.1075039104019158	0.19447227913793877	0.30786488226423947	SKB
LJP009_SKL_24H:G18	DB01254	Dasatinib	0.23437742823731292	1.1182189287234456	0.1945556826849733	0.3079184460736444	SKL
LJP009_NPC.TAK_24H:B12	DB12242	AZD-7762	-0.21698324162756677	-1.1021775294085345	0.19504250559284117	0.3086103017683977	NPC.TAK
LJP007_SKL.C_24H:I14	DB11526	Masitinib	0.18657907106778496	1.0754178471660796	0.1956853344955328	0.30954858616914943	SKL.C
LJP008_NPC_24H:J06	DB12116	Epigallocatechin gallate	0.20877576782056206	1.0981486870661294	0.19597490233218895	0.30992772232371635	NPC
LJP007_NEU_24H:F14	DB12247	AZD-4547	-0.1823551512034342	-1.078611372738726	0.19614890885750963	0.31008787239798685	NEU
CPC016_NPC_24H:BRD-K93658967-001-01-7:10	DB07364	6-PHENYL[5H]PYRROLO[2,3-B]PYRAZINE	-0.21866182830759387	-1.103306738423366	0.1961760042698146	0.31008787239798685	NPC
CPC016_NEU_24H:BRD-K00959089-001-01-4:10	DB04795	Thenoyltrifluoroacetone	0.20284090602245572	1.0857417768558253	0.19635072581007595	0.31028509507305824	NEU
LJP007_NPC.CAS9_24H:G12	DB11963	Dacomitinib	-0.19385966514140085	-1.0732974497223124	0.19682675814751285	0.31095824557791196	NPC.CAS9
DOSBIO002_NPC_24H:BRD-A19500257:3.33333	DB02424	Geldanamycin	-0.1795370102281953	-1.0705513915206215	0.19761577258138469	0.31212539518829435	NPC
LPROT003_NPC_6H:H13	DB12270	Losmapimod	-0.22972310627610276	-1.1181332718751855	0.1982777426947586	0.3130913415403763	NPC
LJP007_SKL_24H:J21	DB03044	Doramapimod	-0.23487766664975077	-1.1176673655254246	0.19852192515816086	0.31339725516708905	SKL
LJP009_NPC.CAS9_24H:K10	DB11962	GSK-1059615	-0.2062222752538029	-1.0875312423972723	0.19858201948913853	0.31341247588072374	NPC.CAS9
CPC013_NEU_24H:BRD-K66876909-001-04-3:10	DB00601	Linezolid	-0.2075051750833752	-1.0932791946283194	0.1987735681025928	0.3134551654105408	NEU
LPROT002_NPC.TAK_6H:K20	DB12369	Sotrastaurin	0.21770964205876206	1.0973436937416958	0.19877794858821926	0.3134551654105408	NPC.TAK
CPC014_NEU_24H:BRD-K36627727-001-01-3:10	DB04942	Tamibarotene	0.19980686112320578	1.0786577460355486	0.19882615986584684	0.3134551654105408	NEU
CPC014_SKB_24H:BRD-K65331431-001-04-7:10	DB12112	Zuretinol acetate	0.20635275826549726	1.093796226399389	0.198857414901214	0.3134551654105408	SKB
LJP009_SKL_24H:A04	DB05134	Tanespimycin	-0.1931529445387616	-1.0760155592408223	0.19890122211010203	0.3134551654105408	SKL
CPC013_NEU_24H:BRD-K23984367-075-05-3:10	DB15414	CM-4307	-0.23575768259150157	-1.1166115563941978	0.19897161271977631	0.3134551654105408	NEU
CPC015_SKB_24H:BRD-K34776109-001-03-4:10	DB00222	Glimepiride	-0.2098600961493849	-1.0898628840273166	0.19897889905765417	0.3134551654105408	SKB
LJP008_NPC.TAK_24H:M13	DB01262	Decitabine	-0.2113707918576277	-1.089273589621772	0.1990127450706975	0.3134551654105408	NPC.TAK
NMH002_NPC_24H:BRD-A48430263-001-05-1:10	DB01132	Pioglitazone	-0.23436386784010138	-1.1224663441340796	0.19915308610291288	0.3134812324227486	NPC
LJP007_NPC.CAS9_24H:E01	DB11743	Ipatasertib	-0.22729849290245638	-1.1056957955034876	0.1991687128361388	0.3134812324227486	NPC.CAS9
LJP007_NPC.CAS9_24H:I16	DB11526	Masitinib	-0.21023203153684755	-1.096392827557456	0.1991806864733723	0.3134812324227486	NPC.CAS9
LPROT003_NPC_6H:F17	DB11794	Berzosertib	0.21608779544179743	1.099102340849348	0.19936663047412234	0.3136944043832948	NPC
NMH002_NPC_6H:BRD-K32610195-001-14-9:10	DB01536	Androstenedione	0.19085629353396671	1.0832399562386283	0.19977103606182026	0.3141956792744166	NPC
CPC016_NEU_24H:BRD-K01567962-001-07-3:10	DB01782	Pyrazolanthrone	-0.22571321713779136	-1.1090353812035951	0.199786370433668	0.3141956792744166	NEU
LJP008_NPC.CAS9_24H:J01	DB12116	Epigallocatechin gallate	-0.225081792528144	-1.11233586827922	0.19989463675378408	0.31428637902164175	NPC.CAS9
CPC015_NPC_24H:BRD-A01593789-001-02-3:10	DB15903	Chlormadinone acetate	-0.20436803848435736	-1.089889106711092	0.20000535059792932	0.31438088003905285	NPC
CPC014_SKB_24H:BRD-K09436313-001-01-2:10	DB02056	Prostaglandin D2	0.1725154296604446	1.069319800018872	0.20006816632583505	0.3144000630447982	SKB
LJP009_NPC.CAS9_24H:L09	DB05984	RAF-265	-0.22413830421172673	-1.1008206310732052	0.2012823525462419	0.31622811684806645	NPC.CAS9
NMH002_NPC_6H:BRD-K35483542-001-05-6:10	DB00982	Isotretinoin	-0.2320608523396641	-1.1207334498602575	0.2014703425229741	0.31644343053165996	NPC
NMH002_NPC_6H:BRD-K93258693-001-12-4:10	DB07863	2-chloro-5-nitro-N-phenylbenzamide	-0.2081423186732347	-1.0918710432498924	0.20182528756050983	0.3169208003857146	NPC
LJP009_NEU_24H:E08	DB01782	Pyrazolanthrone	0.18930171911921728	1.0762831692370558	0.20201481086129827	0.317138237318773	NEU
LJP007_SKL.C_24H:G09	DB11963	Dacomitinib	0.21956935653513646	1.0968967991164853	0.20217076435106246	0.3173028772483072	SKL.C
LJP008_SKL.C_24H:O04	DB07101	PD-0325901	0.22904772864897183	1.1090340441108313	0.20237395855586413	0.3175415586130406	SKL.C
LJP007_SKL.C_24H:M21	DB12874	Quizartinib	-0.2205455479879757	-1.1033720076077744	0.2027490893828789	0.3180498341531423	SKL.C
LJP009_NPC.CAS9_24H:P20	DB09074	Olaparib	-0.19674867340029054	-1.0787272365068232	0.20311978247388254	0.3185508933925166	NPC.CAS9
LJP007_SKL.C_24H:E02	DB11743	Ipatasertib	0.20463357325245232	1.0825859927416568	0.2033530196227853	0.3188361832147254	SKL.C
LJP007_SKL.C_24H:P05	DB09054	Idelalisib	-0.21696322188435577	-1.096175250789302	0.20344970125136222	0.3189072783682721	SKL.C
DOSBIO002_NEU_24H:BRD-A13084692:1.11111	DB08607	(5R)-5-(4-{[(2R)-6-HYDROXY-2,5,7,8-TETRAMETHYL-3,4-DIHYDRO-2H-CHROMEN-2-YL]METHOXY}BENZYL)-1,3-THIAZOLIDINE-2,4-DIONE	-0.20024182643242247	-1.0821786597017788	0.20401658858766608	0.31971519886644345	NEU
NMH002_NPC_6H:BRD-A48430263-001-05-1:10	DB01132	Pioglitazone	0.19181736474311986	1.0756615187151055	0.20453390261258514	0.32040555388980047	NPC
CPC014_NPC_24H:BRD-K05396879-001-05-9:10	DB08435	(5E,14E)-11-oxoprosta-5,9,12,14-tetraen-1-oic acid	0.21011101157905537	1.09321233069826	0.20456027474677216	0.32040555388980047	NPC
LJP008_NPC.TAK_24H:A19	DB11740	MK-1775	-0.18458551556200406	-1.0703057958550684	0.20523394131641554	0.3213440314028158	NPC.TAK
LPROT003_NPC_6H:N09	DB01782	Pyrazolanthrone	-0.22222550400861982	-1.0968704602835182	0.20526289707121265	0.3213440314028158	NPC
NMH002_NEU_6H:BRD-K77175907-001-04-9:10	DB00146	Calcifediol	-0.2125152516560126	-1.098117214309352	0.20547810236957487	0.32157136258748126	NEU
LJP008_SKL_24H:O02	DB07101	PD-0325901	0.2038011587313135	1.0850040491949258	0.20562570577969408	0.32157136258748126	SKL
NMH002_NEU_6H:BRD-K75516118-001-02-5:10	DB04149	(R)-Rolipram	0.20341983456428836	1.0881102724185168	0.20563570109319623	0.32157136258748126	NEU
LJP007_NEU_24H:M13	DB07460	2-({5-CHLORO-2-[(2-METHOXY-4-MORPHOLIN-4-YLPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)-N-METHYLBENZAMIDE	-0.2039992697498377	-1.0799761788984863	0.20566550252231278	0.32157136258748126	NEU
LJP008_NPC.TAK_24H:A04	DB05134	Tanespimycin	0.2399590342337965	1.116734433043824	0.2056669387572542	0.32157136258748126	NPC.TAK
CPC018_SKB_24H:BRD-K12765235-304-03-8:10	DB02329	Carbenoxolone	0.1924337692172607	1.0759468563680552	0.20596648957907643	0.32195868980000575	SKB
CPC015_NPC_24H:BRD-K26801045-001-01-1:10	DB09286	Pipamperone	-0.20462410104626547	-1.0902952437115556	0.20638051833208626	0.3225247244978415	NPC
LJP009_SKL.C_24H:L09	DB05984	RAF-265	0.2098472552472811	1.0937501601399	0.20711026615969583	0.32358374582093324	SKL.C
LJP008_NPC.CAS9_24H:A09	DB07232	Veliparib	0.19907912131716476	1.0764457183160596	0.20759350207782395	0.3242571875553036	NPC.CAS9
CPC017_NPC_24H:BRD-K79145749-001-01-8:10	DB13225	Dibenzepin	0.1944117799320532	1.0751796910573792	0.20792951541850221	0.3247003895876661	NPC
LJP008_SKL.C_24H:K23	DB12332	Rucaparib	-0.1999396485714583	-1.0824275684847415	0.20806962025316456	0.324837517218562	SKL.C
LJP007_SKL.C_24H:G18	DB01254	Dasatinib	0.21053657448826774	1.093754101184761	0.2081453026516988	0.3248740251438073	SKL.C
LJP007_NPC_24H:P09	DB07859	4-(4-CHLOROPHENYL)-4-[4-(1H-PYRAZOL-4-YL)PHENYL]PIPERIDINE	-0.19850759653886876	-1.0780260529001975	0.2085882163554411	0.3254092218738458	NPC
CPC015_NPC_24H:BRD-K25836724-001-01-6:10	DB14093	(1,2,6,7-3H)Testosterone	0.20009923217462786	1.0825101742499381	0.2085929686898992	0.3254092218738458	NPC
LJP007_NEU_24H:K02	DB12064	BMS-777607	0.18025014497587047	1.0791652328909156	0.2086569064290261	0.3254272414604846	NEU
NMH002_NEU_24H:BRD-K41260949-001-14-1:10	DB00313	Valproic acid	-0.21780672680957888	-1.0945126757204282	0.2089099336423355	0.32574008729572995	NEU
LJP009_NPC_24H:B03	DB00877	Sirolimus	-0.20514879277763534	-1.07713476693805	0.20938910900211924	0.3264053061784604	NPC
CPC016_NPC_24H:BRD-K97810537-001-03-7:10	DB00394	Beclomethasone dipropionate	-0.204489826161502	-1.083926569986855	0.20969259325179893	0.32679638466637606	NPC
LJP008_NPC_24H:C10	DB13877	Iniparib	0.21639759490462643	1.0965348417050178	0.20979864219759164	0.3268796501959968	NPC
LJP007_SKL.C_24H:C06	DB11800	Tivozanib	0.19641092261990392	1.078189025125017	0.20991024336078468	0.32697152250681905	SKL.C
LJP008_NPC.TAK_24H:I11	DB11830	Mocetinostat	-0.22324437677471423	-1.0985798845642463	0.21008059008332194	0.32715483218791575	NPC.TAK
NMH001_NEU_24H:BRD-K69726342-001-02-6:10	DB01076	Atorvastatin	-0.20980816350242484	-1.0868412843453423	0.21031663788140473	0.3273660129596919	NEU
CPC015_SKB_24H:BRD-K51033547-003-01-8:10	DB00193	Tramadol	0.20485568370642326	1.0868269175257397	0.2103215965425194	0.3273660129596919	SKB
LJP007_NPC.TAK_24H:D02	DB12494	SGI-1776	-0.20742572094102724	-1.0794360550344728	0.21121328067143916	0.32867156801878256	NPC.TAK
CPC013_NPC_24H:BRD-K13390322-001-01-4:10	DB08142	AT-7519	0.20320077439604817	1.082873209529254	0.21183808891838088	0.3295612843378367	NPC
LJP009_NEU_24H:D21	DB13061	MLN8054	-0.20979360705766995	-1.0890648490974406	0.2119251953375176	0.32961424973376546	NEU
LJP008_NPC.TAK_24H:N09	DB02665	(1R,2S)-2-Phenylcyclopropanaminium	0.20869268030332241	1.0868006135322792	0.21220699245133096	0.32996992167901573	NPC.TAK
LJP009_NEU_24H:B11	DB12242	AZD-7762	0.20166912891148547	1.0786196440356974	0.21254681647940074	0.33041562161412347	NEU
LJP009_NPC_24H:D18	DB16108	TAK-715	0.2132174585511147	1.0985913668904734	0.2127402316405753	0.3306335549039914	NPC
NMH002_NEU_6H:BRD-K81839095-001-19-4:10	DB00655	Estrone	-0.22906606174846167	-1.1025510549090902	0.21328757685658203	0.3314013075120279	NEU
LJP009_SKL.C_24H:E14	DB13113	JNJ-38877605	-0.19853269996569195	-1.0786585785561638	0.2135356731875719	0.33169328031315043	SKL.C
DOSBIO001_NPC_24H:BRD-K81418486:3.33333	DB02546	Vorinostat	0.22410979018562177	1.0961729579612323	0.21358227966075366	0.33169328031315043	NPC
CPC016_NEU_24H:BRD-A58207013-001-01-2:10	DB06762	Pinacidil	0.2475379055644412	1.113032023156849	0.21377331420373027	0.3318479545204205	NEU
CPC017_NPC_24H:BRD-K09638361-001-01-4:10	DB03083	IC261	0.20685113368098704	1.0785807892558876	0.21378871764177765	0.3318479545204205	NPC
CPC014_SKB_24H:BRD-K61341215-004-01-2:10	DB01339	Vecuronium	0.21738250154669128	1.0963197999906285	0.21391811267477343	0.33196585459297845	SKB
CPC015_SKB_24H:BRD-K23566484-001-09-4:10	DB00665	Nilutamide	-0.227800779676277	-1.1045747306173337	0.21505499687734994	0.33364676338713734	SKB
LJP008_NPC_24H:G14	DB01254	Dasatinib	-0.2086263129918647	-1.0835234631230073	0.21513319335171646	0.33368474334603315	NPC
LJP008_NPC.CAS9_24H:O04	DB07101	PD-0325901	0.20382917936697825	1.0819681274428277	0.2168952987239796	0.3363338980712335	NPC.CAS9
LJP007_SKL_24H:I18	DB11526	Masitinib	-0.22284640763309926	-1.0988802807440716	0.217014962285149	0.3364354743487261	SKL
CPC014_NEU_24H:BRD-K49685476-001-09-2:10	DB02877	Arotinoid acid	-0.2417605014215273	-1.1124739922983549	0.21707117534769566	0.33643865799897343	NEU
LJP007_NEU_24H:G12	DB11963	Dacomitinib	-0.2343263176169936	-1.102905388418024	0.21724215922798554	0.33661967900330414	NEU
CPC016_NEU_24H:BRD-A91008255-003-16-4:10	DB01244	Bepridil	0.2132664275345382	1.0850217953494001	0.21735277531620076	0.3367070923352217	NEU
CPC014_NPC_24H:BRD-K51313569-001-02-9:10	DB09073	Palbociclib	0.22835287045036903	1.109014685412901	0.21752740502740503	0.3368936026004089	NPC
LJP009_NEU_24H:I21	DB11363	Alectinib	0.21424018271579304	1.0927979795662242	0.21786282272527324	0.3373289767620632	NEU
NMH001_NPC_24H:BRD-K03243820-001-16-2:10	DB00432	Trifluridine	0.18676284431460177	1.067512771900435	0.21845238095238095	0.3381575356282558	NPC
NMH001_NEU_24H:BRD-K25075681-001-01-2:10	DB06455	Meclinertant	-0.2192726381797038	-1.090643129951053	0.21919137466307279	0.3392169455423538	NEU
LJP007_NPC_24H:K05	DB12064	BMS-777607	0.21293958908782837	1.089655316501088	0.2195013038974029	0.3396119800275634	NPC
LJP009_SKL_24H:N07	DB08896	Regorafenib	0.18960199399254715	1.0705922565787358	0.21987079527734463	0.3400353446380965	SKL
CPC018_NPC_24H:BRD-A97730597-003-03-2:10	DB00473	Hexylcaine	-0.19413990306519588	-1.073826777373759	0.2198844139425682	0.3400353446380965	NPC
NMH002_NEU_24H:BRD-K88809146-065-01-2:10	DB02665	(1R,2S)-2-Phenylcyclopropanaminium	0.20462428879745923	1.0844105707996503	0.2201932936274189	0.34036348809256267	NEU
NMH002_NPC_6H:BRD-K49685476-001-11-8:10	DB02877	Arotinoid acid	0.2277108977773663	1.0997088291480153	0.22020619102447028	0.34036348809256267	NPC
LJP008_SKL_24H:P15	DB11662	Rabusertib	-0.18691568458474303	-1.066671728052268	0.22043873729266988	0.3406381681746431	SKL
CPC014_SKB_24H:BRD-K22429181-001-08-4:10	DB00162	Vitamin A	0.1842465647008629	1.071549460855622	0.22075286873775538	0.34103875170329184	SKB
NMH002_NPC_6H:BRD-K77830450-001-03-2:10	DB02587	Colforsin	0.20913793210902476	1.0831853053848048	0.22093233354413225	0.3411882704121047	NPC
LJP007_NPC.CAS9_24H:C01	DB11800	Tivozanib	-0.19520091859777128	-1.0713315113682513	0.22095949965677675	0.3411882704121047	NPC.CAS9
NMH002_NEU_24H:BRD-K62012036-001-10-2:10	DB00459	Acitretin	0.20021442966634728	1.0738755698536706	0.2214495968602022	0.3418600635426382	NEU
CPC018_SKB_24H:BRD-K77641333-003-15-6:10	DB06711	Naphazoline	-0.2352897708001103	-1.1081208555825253	0.2215078966460182	0.34186510657517144	SKB
LJP007_NPC.CAS9_24H:K05	DB12064	BMS-777607	-0.21258624497514902	-1.0880571854576289	0.2217391304347826	0.34211640686432687	NPC.CAS9
LJP007_NEU_24H:J22	DB03044	Doramapimod	-0.23787622750081683	-1.1047913575574837	0.22178087096629817	0.34211640686432687	NEU
CPC014_NPC_24H:BRD-K83837640-001-01-4:10	DB12985	Quisinostat	0.2153382796477636	1.0910698196589206	0.22214898910840514	0.34259918578485915	NPC
LJP007_NPC.CAS9_24H:L12	DB11836	Sapanisertib	-0.1897610123229588	-1.0638694400639581	0.2224055738907224	0.34290976048874844	NPC.CAS9
LJP008_NPC.CAS9_24H:K22	DB12332	Rucaparib	-0.2087984527680957	-1.0819320704051796	0.2225606639818468	0.34306373316507005	NPC.CAS9
CPC018_SKB_24H:BRD-K09602097-001-04-5:10	DB02587	Colforsin	0.22483051841191376	1.0992256022681715	0.2228358656537385	0.3434027282165774	SKB
CPC017_SKB_24H:BRD-K37694030-003-05-1:10	DB14750	Cidoxepin	0.2287735903130255	1.1039540527918466	0.22344115420682176	0.3442501115904704	SKB
CPC016_NPC_24H:BRD-K59522102-001-08-8:10	DB12582	Piperine	-0.21571278423961035	-1.0939104647272164	0.22494763857340924	0.3464851799697541	NPC
LJP009_SKL_24H:D13	DB16108	TAK-715	0.20693484506068505	1.080726030464509	0.22520076393842473	0.34672874866171954	SKL
LJP009_NEU_24H:N09	DB08896	Regorafenib	-0.2292866755550274	-1.1020976710124788	0.22521740193980014	0.34672874866171954	NEU
LJP008_SKL_24H:D20	DB13978	Selisistat	0.20003873273565737	1.0735766954969581	0.22533418204964992	0.346822581489699	SKL
LJP007_NPC.CAS9_24H:D03	DB12494	SGI-1776	-0.20233600828573364	-1.0741145142483493	0.22554037633022794	0.3470508083772178	NPC.CAS9
LJP007_NPC.TAK_24H:M15	DB07460	2-({5-CHLORO-2-[(2-METHOXY-4-MORPHOLIN-4-YLPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)-N-METHYLBENZAMIDE	-0.20862523712842257	-1.0776758087625409	0.22559419900631128	0.3470508083772178	NPC.TAK
NMH002_NPC_24H:BRD-K28912512-001-19-0:10	DB02701	Nicotinamide	0.1687792385225944	1.067338099186958	0.22583686940122583	0.3473381115920809	NPC
LJP009_SKL.C_24H:L07	DB05984	RAF-265	-0.2068992821999114	-1.0810701105257425	0.2261313562285794	0.3477049467554295	SKL.C
LJP007_NPC_24H:G17	DB01254	Dasatinib	-0.21200825302211992	-1.0879422518819448	0.22631039781458084	0.34789413294337446	NPC
LJP007_NPC.CAS9_24H:P09	DB07859	4-(4-CHLOROPHENYL)-4-[4-(1H-PYRAZOL-4-YL)PHENYL]PIPERIDINE	-0.22785385590417187	-1.1015085532366378	0.22711687808187644	0.3490475127769957	NPC.CAS9
LJP007_NEU_24H:B09	DB07970	5-[(2-methyl-5-{[3-(trifluoromethyl)phenyl]carbamoyl}phenyl)amino]pyridine-3-carboxamide	-0.21079588605748859	-1.0945079074413941	0.22724631107457227	0.34916005055534083	NEU
LJP008_NPC.TAK_24H:A11	DB07232	Veliparib	-0.2313687679685597	-1.1010337390354348	0.22734665975201546	0.3491949731565614	NPC.TAK
NMH002_NEU_24H:BRD-K45528773-001-04-9:10	DB02565	4-(dimethylamino)-N-[7-(hydroxyamino)-7-oxoheptyl]benzamide	0.21333604523802122	1.0827183326091234	0.22738146593984077	0.3491949731565614	NEU
LJP008_NPC.CAS9_24H:O05	DB07101	PD-0325901	0.21366936103255213	1.0844784077028813	0.22749653061612454	0.34928533074329354	NPC.CAS9
LJP007_NPC.TAK_24H:B09	DB07970	5-[(2-methyl-5-{[3-(trifluoromethyl)phenyl]carbamoyl}phenyl)amino]pyridine-3-carboxamide	0.21362661177144357	1.0864713090962617	0.227637218304991	0.34941497408218536	NPC.TAK
LJP007_NPC.TAK_24H:M05	DB07794	5-(2-PHENYLPYRAZOLO[1,5-A]PYRIDIN-3-YL)-1H-PYRAZOLO[3,4-C]PYRIDAZIN-3-AMINE	-0.21694282997117725	-1.093237354178593	0.22833933762675088	0.35040611791931237	NPC.TAK
CPC017_NPC_24H:BRD-A14566392-004-03-5:10	DB00747	Scopolamine	-0.19921295886463422	-1.068675369706128	0.2286910197869102	0.3508591293939951	NPC
LJP008_NEU_24H:N08	DB02665	(1R,2S)-2-Phenylcyclopropanaminium	0.20571167500382412	1.0812040119687283	0.2288660238572877	0.3510409235065361	NEU
LJP007_NPC.CAS9_24H:P20	DB11886	Infigratinib	0.22835705067586912	1.1025966471043966	0.2291130300061516	0.35133303934786814	NPC.CAS9
CPC015_SKB_24H:BRD-K45861246-001-08-4:10	DB11376	Azaperone	-0.22487359436676552	-1.0936098165877286	0.22933172225349793	0.35158160381015036	SKB
CPC015_SKB_24H:BRD-K14204120-003-02-4:10	DB00863	Ranitidine	0.22373775026720294	1.1023083107130325	0.22991562729273662	0.35238980427892425	SKB
LJP007_NPC_24H:E01	DB11743	Ipatasertib	-0.21188545229604117	-1.0817744396628601	0.22998132311019365	0.35240354690688774	NPC
CPC014_NPC_24H:BRD-K14681867-015-01-6:10	DB09099	Somatostatin	-0.21957359341595442	-1.0907629526397857	0.23014337232826107	0.3525648899884483	NPC
LJP008_NEU_24H:F04	DB12376	Ricolinostat	0.2089183200724176	1.077476809452044	0.23082781380535874	0.35352622765258596	NEU
LJP007_NPC_24H:G11	DB11963	Dacomitinib	0.1963478745102728	1.0692873860211523	0.2311318438497422	0.3539046127667238	NPC
LJP008_SKL_24H:J06	DB12116	Epigallocatechin gallate	-0.20201196437394692	-1.0762633365378802	0.23140539263304366	0.3542361505757682	SKL
LJP009_NPC.TAK_24H:K23	DB12432	CC-401	-0.19739589247484302	-1.0705762655003985	0.23162761748099409	0.3544889775294248	NPC.TAK
LJP009_NPC.TAK_24H:D03	DB11775	PF-03758309	0.21554812804860687	1.0809192258706106	0.2317443668848783	0.35458029731252805	NPC.TAK
CPC018_SKB_24H:BRD-K31542390-001-01-5:10	DB01024	Mycophenolic acid	0.18635589374658518	1.068773319053414	0.23206049554864314	0.35497655709139897	SKB
LJP009_SKL.C_24H:I20	DB11363	Alectinib	-0.18563060695906586	-1.0616907768879973	0.23237054384595368	0.35536332308494933	SKL.C
LJP009_NPC.TAK_24H:K20	DB12432	CC-401	0.21361250211012586	1.084684433545726	0.23256222136413102	0.3555689192995279	NPC.TAK
LJP007_SKL.C_24H:E06	DB11743	Ipatasertib	0.2224887803948953	1.0940603270550517	0.2327269286911391	0.35573318922966435	SKL.C
LJP009_NPC_24H:D02	DB11775	PF-03758309	0.22632634531382645	1.0984257192322073	0.23305635049247778	0.3561468465761741	NPC
NMH001_NEU_6H:BRD-K81418486-001-22-8:10	DB02546	Vorinostat	0.2200492604106735	1.080959993553304	0.23311221477442434	0.3561468465761741	NEU
CPC014_SKB_24H:BRD-K07265709-003-01-5:10	DB00380	Dexrazoxane	0.20139667084700053	1.0713695445714313	0.23346627775462825	0.3566000780456726	SKB
LJP007_NEU_24H:D12	DB08875	Cabozantinib	-0.1924603053795307	-1.0646460776776216	0.23382406397673572	0.35701853400658595	NEU
LJP007_NPC.TAK_24H:I13	DB11526	Masitinib	-0.1878121351223029	-1.06414131780059	0.23385518590998042	0.35701853400658595	NPC.TAK
CPC018_SKB_24H:BRD-K00824317-001-03-0:10	DB00846	Flurandrenolide	0.1582059587224046	1.0635798453623873	0.234375	0.3576085123429757	SKB
CPC013_NEU_24H:BRD-K17743125-001-03-5:10	DB05015	Belinostat	0.20808948251497433	1.0772547435473299	0.2343948765188402	0.3576085123429757	NEU
LJP007_SKL.C_24H:K20	DB01590	Everolimus	-0.21365796961463562	-1.0823075878057822	0.2344143371314548	0.3576085123429757	SKL.C
CPC015_SKB_24H:BRD-A87606379-001-13-3:10	DB01203	Nadolol	0.21922990138864998	1.0834439516570455	0.23453409631244979	0.35770336515908124	SKB
LJP009_NPC.CAS9_24H:G10	DB08521	4-[4-(4-Fluorophenyl)-2-[4-[(R)-methylsulfinyl]phenyl]-1H-imidazol-5-yl]pyridine	0.2087158916773007	1.0810433254471832	0.23530930687225646	0.3587975980094396	NPC.CAS9
LJP009_NPC.TAK_24H:O22	DB07232	Veliparib	0.2291023970708851	1.097849383411923	0.2356750485390917	0.35926709239873317	NPC.TAK
LJP007_NPC.TAK_24H:I10	DB06589	Pazopanib	0.21914535134755145	1.0931784734677499	0.2357956830674353	0.3593628025551786	NPC.TAK
LJP009_NPC.CAS9_24H:D14	DB16108	TAK-715	0.19717146428115806	1.0675276813230603	0.23625672349348162	0.3599771317982604	NPC.CAS9
LJP008_NPC.TAK_24H:M18	DB01262	Decitabine	-0.2200356712135117	-1.0863101784670552	0.2364701563312632	0.36021398016915324	NPC.TAK
NMH002_NEU_24H:BRD-K39965020-001-05-9:10	DB03756	Doconexent	0.22577174758053442	1.101878317304137	0.23690330408601185	0.3607853211528084	NEU
LJP007_SKL_24H:P05	DB09054	Idelalisib	-0.21845441164197038	-1.0902920742384257	0.23704795070988482	0.3608769323846966	SKL
LPROT003_NPC_6H:B09	DB03496	Alvocidib	0.21288485970596577	1.0935139192838577	0.23707964601769912	0.3608769323846966	NPC
LJP008_NPC_24H:A11	DB07232	Veliparib	0.18926833350133487	1.0609349738656269	0.23760305155653993	0.36158504563185356	NPC
LJP007_NPC.TAK_24H:K03	DB12064	BMS-777607	-0.20225299494931695	-1.0724266146195927	0.23776097369927393	0.3617367544991158	NPC.TAK
LJP009_NPC_24H:D20	DB13061	MLN8054	-0.201334018777362	-1.0713435886971105	0.2379156357492004	0.3618834302825742	NPC
LJP008_SKL_24H:A08	DB07232	Veliparib	-0.18437950525427563	-1.0584651457124723	0.23804406233207953	0.3619831135971959	SKL
CPC018_SKB_24H:BRD-K04046242-001-03-6:10	DB02187	Equilin	-0.19991354940761205	-1.0716701914835998	0.23809771444915365	0.3619831135971959	SKB
CPC015_NPC_24H:BRD-A55962179-001-08-0:10	DB00736	Esomeprazole	-0.1998209701509905	-1.0658628936644035	0.23839522546419098	0.3623467434753008	NPC
LJP008_SKL.C_24H:D05	DB09074	Olaparib	0.202342970704706	1.071977441913315	0.23863118235703487	0.3626166596873534	SKL.C
LJP007_NPC.CAS9_24H:P12	DB07859	4-(4-CHLOROPHENYL)-4-[4-(1H-PYRAZOL-4-YL)PHENYL]PIPERIDINE	0.1872164084693453	1.062461739779275	0.23903508771929824	0.36314159083205694	NPC.CAS9
CPC017_SKB_24H:BRD-A39747742-001-03-5:10	DB13956	Estradiol valerate	-0.21430822551733683	-1.0784710167114167	0.23991550705034373	0.3643900072852654	SKB
LJP009_NPC_24H:D06	DB11775	PF-03758309	-0.2326195869298901	-1.085904947865738	0.24009825438583743	0.364522012787521	NPC
LJP008_NPC.CAS9_24H:M06	DB02709	Resveratrol	0.20580654189924696	1.0723319680581809	0.2401271753681392	0.364522012787521	NPC.CAS9
LJP008_NEU_24H:K10	DB11962	GSK-1059615	-0.19243503634952372	-1.0611871019526775	0.24017846077580865	0.364522012787521	NEU
LPROT003_NPC_6H:H19	DB01950	AR-AO-14418	0.19903012415360702	1.0650706257659368	0.24170397957902665	0.36674770912186455	NPC
CPC016_NPC_24H:BRD-A80017228-001-15-8:10	DB00436	Bendroflumethiazide	0.21126793434352756	1.0773396423733006	0.24250223045775857	0.3677822616190454	NPC
